30-08 12:14:55 2390M    0     0   724M    0     0   17   0  83   0   0   0 0.40 0.57 0.58
30-08 12:14:56 2345M    0     0   769M 50.0.0068359375 50.0.005859375  15 1.5  83   0   0   0 0.40 0.57 0.58
30-08 12:14:57 2387M    0     0   728M  260 4701  16 1.0  83   0   0   0 0.40 0.57 0.58
30-08 12:14:58 2389M    0     0   726M    0     0   16 0.2  83   0   0   0 0.40 0.57 0.58
30-08 12:14:59 2389M    0     0   726M    0     0   17 0.2  83   0   0   0 0.40 0.57 0.58
30-08 12:15:00 2389M    0     0   725M  156  300  17 0.5  82   0   0   0 0.45 0.58 0.58
30-08 12:15:01 2389M    0     0   725M    0     0   16 0.3  83   0   0   0 0.45 0.58 0.58
30-08 12:15:02 2389M    0     0   725M    0     0   17 0.3  83   0   0   0 0.45 0.58 0.58
30-08 12:15:03 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.45 0.58 0.58
30-08 12:15:04 2369M    0     0   746M 37.0.0048828125 37.0.0048828125  17 1.0  82   0   0   0 0.45 0.58 0.58
30-08 12:15:05 2389M    0     0   726M 52.0  100  16 0.7  83   0   0   0 0.49 0.59 0.59
30-08 12:15:06 2395M    0     0   720M    0     0  9.5 0.4  90   0   0   0 0.49 0.59 0.59
30-08 12:15:07 2396M    0     0   718M  312 3336  17 0.3  83   0   0   0 0.49 0.59 0.59
30-08 12:15:08 2397M    0     0   718M 52.0  216  17 0.7  83   0   0   0 0.49 0.59 0.59
30-08 12:15:09 2373M    0     0   742M 43.0.00390625 43.0.0029296875  15 1.3  84   0   0   0 0.49 0.59 0.59
30-08 12:15:10 2389M    0     0   726M 52.0  100  17 0.5  83   0   0   0 0.53 0.59 0.59
30-08 12:15:11 2389M    0     0   726M    0     0   17 0.2  83   0   0   0 0.53 0.59 0.59
30-08 12:15:12 2389M    0     0   725M  104  200  17   0  83   0   0   0 0.53 0.59 0.59
30-08 12:15:13 2389M    0     0   725M    0     0   17   0  83   0   0   0 0.53 0.59 0.59
30-08 12:15:14 2362M    0     0   753M 34.0.005859375 34.0.0068359375  15 0.7  84   0   0   0 0.53 0.59 0.59
30-08 12:15:15 2346M    0     0   768M 36.0.001953125 36.0.0009765625  16 0.8  83   0   0   0 0.57 0.60 0.59
30-08 12:15:16 2328M    0     0   786M 39.0.0009765625 39.0  16 0.8  83   0   0   0 0.57 0.60 0.59
30-08 12:15:17 2380M    0     0   734M  260 5243  16 1.2  83   0   0   0 0.57 0.60 0.59
30-08 12:15:18 2372M    0     0   742M 31.0.0009765625 31.0.0009765625  16 0.8  84   0   0   0 0.57 0.60 0.59
30-08 12:15:19 2389M    0     0   726M 52.0  100  18 0.5  82   0   0   0 0.57 0.60 0.59
30-08 12:15:20 2389M    0     0   726M    0     0   17   0  83   0   0   0 0.60 0.61 0.59
30-08 12:15:21 2389M    0     0   725M    0     0   14 0.2   - 446   0   0 0.60 0.61 0.59
30-08 12:15:22 2397M    0     0   718M  104  200  14 0.3 443   -   0   0 0.60 0.61 0.59
30-08 12:15:23 2397M    0     0   718M    0     0   17 0.2  83   0   0   0 0.60 0.61 0.59
30-08 12:15:24 2397M    0     0   718M    0     0   18   0  82   0   0   0 0.60 0.61 0.59
30-08 12:15:25 2344M    0     0   770M 35.0.0087890625 35.0.0087890625  15 1.0  84   0   0   0 0.63 0.61 0.59
30-08 12:15:26 2386M    0     0   729M    0     0   15 0.8  84   0   0   0 0.63 0.61 0.59
30-08 12:15:27 2374M    0     0   740M 36.0.0087890625 40.0.0009765625  15 1.3  83   0   0   0 0.63 0.61 0.59
30-08 12:15:28 2389M    0     0   726M 52.0  100  15 0.8  84   0   0   0 0.63 0.61 0.59
30-08 12:15:29 2389M    0     0   726M    0     0   17 0.2  83   0   0   0 0.63 0.61 0.59
30-08 12:15:30 2389M    0     0   726M    0     0   18 0.2  82   0   0   0 0.66 0.62 0.60
30-08 12:15:31 2390M    0     0   725M  876 1252  16 0.3  83   0   0   0 0.66 0.62 0.60
30-08 12:15:32 2390M    0     0   725M  772 1004  17 0.5  83   0   0   0 0.66 0.62 0.60
30-08 12:15:33 2390M    0     0   725M    0     0   16 0.2  84   0   0   0 0.66 0.62 0.60
30-08 12:15:34 2390M    0     0   725M  156  316  17 1.1  81   0   0   0 0.66 0.62 0.60
30-08 12:15:35 2375M    0     0   740M 46.0.0009765625 46.0.0009765625  16 0.8  83   0   0   0 0.69 0.62 0.60
30-08 12:15:36 2389M    0     0   726M 52.0  100  16 0.3  83   0   0   0 0.69 0.62 0.60
30-08 12:15:37 2389M    0     0   726M  156 2587  16 0.3  83   0   0   0 0.69 0.62 0.60
30-08 12:15:38 2389M    0     0   726M    0     0   16 0.5  83   0   0   0 0.69 0.62 0.60
30-08 12:15:39 2389M    0     0   726M    0     0   18 0.2  82   0   0   0 0.69 0.62 0.60
30-08 12:15:40 2395M    0     0   720M  104  200  13 0.5  86   0   0   0 0.71 0.63 0.60
30-08 12:15:41 2395M    0     0   719M  824 1136  18 0.5  82   0   0   0 0.71 0.63 0.60
30-08 12:15:42 2372M    0     0   743M 48.0.00390625 48.0.0029296875  15 1.5  83   0   0   0 0.71 0.63 0.60
30-08 12:15:43 2389M    0     0   726M 52.0  100  17 0.5  83   0   0   0 0.71 0.63 0.60
30-08 12:15:44 2389M    0     0   725M  104  200  17 0.3  83   0   0   0 0.71 0.63 0.60
30-08 12:15:45 2347M    0     0   768M 43.0.0048828125 43.0.0048828125  16 1.3  83   0   0   0 0.74 0.64 0.60
30-08 12:15:46 2386M    0     0   728M 52.0  100  15 1.3  84   0   0   0 0.74 0.64 0.60
30-08 12:15:47 2389M    0     0   726M  260 4810  17 0.2  83   0   0   0 0.74 0.64 0.60
30-08 12:15:48 2395M    0     0   720M  104  200  13 0.2  86   0   0   0 0.74 0.64 0.60
30-08 12:15:49 2395M    0     0   720M    0     0   16 0.3  83   0   0   0 0.74 0.64 0.60
30-08 12:15:50 2349M    0     0   766M 38.0.0078125 38.0.0087890625  17 1.3  82   0   0   0 0.76 0.64 0.60
30-08 12:15:51 2327M    0     0   788M 41.0.0078125 41.0.005859375  16 0.5  84   0   0   0 0.76 0.64 0.60
30-08 12:15:52 2379M    0     0   736M    0     0   16 1.0  83   0   0   0 0.76 0.64 0.60
30-08 12:15:53 2389M    0     0   725M 52.0  100  16 0.5  83   0   0   0 0.76 0.64 0.60
30-08 12:15:54 2389M    0     0   725M  104  200  18 0.3  82   0   0   0 0.76 0.64 0.60
30-08 12:15:55 2389M    0     0   725M    0     0   16 0.7  83   0   0   0 0.78 0.65 0.60
30-08 12:15:56 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.78 0.65 0.60
30-08 12:15:57 2364M    0     0   750M 40.0.001953125 45.0  16 0.8  83   0   0   0 0.78 0.65 0.60
30-08 12:15:58 2389M    0     0   726M 52.0  100  18 0.7  82   0   0   0 0.78 0.65 0.60
30-08 12:15:59 2389M    0     0   726M    0     0   16 0.3  83   0   0   0 0.78 0.65 0.60
30-08 12:16:00 2389M    0     0   726M 52.0  100  16 0.3  83   0   0   0 0.79 0.65 0.61
30-08 12:16:01 2389M    0     0   725M    0   100  17 0.2  83   0   0   0 0.79 0.65 0.61
30-08 12:16:02 2389M    0     0   725M  104  100  18 0.7  82   0   0   0 0.79 0.65 0.61
30-08 12:16:03 2389M    0     0   725M    0     0   16 0.5  83   0   0   0 0.79 0.65 0.61
30-08 12:16:04 2389M    0     0   725M    0     0   16 0.3  83   0   0   0 0.79 0.65 0.61
30-08 12:16:05 2334M    0     0   781M 48.0.00390625 48.0.0048828125  16 1.0  83   0   0   0 0.81 0.66 0.61
30-08 12:16:06 2383M    0     0   732M    0     0   16 0.7  83   0   0   0 0.81 0.66 0.61
30-08 12:16:07 2389M    0     0   725M  208 2687  16 0.5  83   0   0   0 0.81 0.66 0.61
30-08 12:16:08 2390M    0     0   724M  104  200  17 0.5  82   0   0   0 0.81 0.66 0.61
30-08 12:16:09 2342M    0     0   773M 58.0.0048828125 58.0.0029296875  15 1.3  83   0   0   0 0.81 0.66 0.61
30-08 12:16:10 2385M    0     0   730M    0     0   16 0.7  84   0   0   0 0.83 0.66 0.61
30-08 12:16:11 2389M    0     0   726M 52.0  100  16 0.5  83   0   0   0 0.83 0.66 0.61
30-08 12:16:12 2389M    0     0   725M  104  200  17 0.3  82   0   0   0 0.83 0.66 0.61
30-08 12:16:13 2389M    0     0   725M    0     0   17   0  83   0   0   0 0.83 0.66 0.61
30-08 12:16:14 2342M    0     0   773M 34.0.005859375 34.0.005859375  17 0.8  82   0   0   0 0.83 0.66 0.61
30-08 12:16:15 2385M    0     0   730M    0     0   16 1.0  83   0   0   0 0.84 0.67 0.61
30-08 12:16:16 2389M    0     0   726M 52.0  100  17 0.2  83   0   0   0 0.84 0.67 0.61
30-08 12:16:17 2389M    0     0   726M  260 4806  17 0.2  83   0   0   0 0.84 0.67 0.61
30-08 12:16:18 2389M    0     0   725M  104  200  17 0.2  83   0   0   0 0.84 0.67 0.61
30-08 12:16:19 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.84 0.67 0.61
30-08 12:16:20 2350M    0     0   765M 36.0 36.0.0009765625  16 0.7  83   0   0   0 0.85 0.67 0.61
30-08 12:16:21 2389M    0     0   726M 52.0  100  16 0.8  83   0   0   0 0.85 0.67 0.61
30-08 12:16:22 2389M    0     0   726M    0     0   17 0.2  83   0   0   0 0.85 0.67 0.61
30-08 12:16:23 2389M    0     0   726M    0     0   17 0.2  83   0   0   0 0.85 0.67 0.61
30-08 12:16:24 2389M    0     0   725M  104  200  16 0.3  83   0   0   0 0.85 0.67 0.61
30-08 12:16:25 2389M    0     0   725M    0     0   17 0.3  82   0   0   0 0.86 0.68 0.62
30-08 12:16:26 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.86 0.68 0.62
30-08 12:16:27 2370M    0     0   745M 38.0.0087890625 43.0.0029296875  15 1.3  83   0   0   0 0.86 0.68 0.62
30-08 12:16:28 2389M    0     0   726M 52.0  100  15 0.5  84   0   0   0 0.86 0.68 0.62
30-08 12:16:29 2389M    0     0   726M    0     0   17 0.2  83   0   0   0 0.86 0.68 0.62
30-08 12:16:30 2389M    0     0   726M    0     0   18 0.2  82   0   0   0 0.87 0.68 0.62
30-08 12:16:31 2390M    0     0   725M  104  200  16 0.2  84   0   0   0 0.87 0.68 0.62
30-08 12:16:32 2361M    0     0   753M 42.0.0029296875 42.0.0029296875  17 1.2  82   0   0   0 0.87 0.68 0.62
30-08 12:16:33 2389M    0     0   726M 52.0  100  16 0.8  83   0   0   0 0.87 0.68 0.62
30-08 12:16:34 2390M    0     0   724M 52.0  100  17 0.5  83   0   0   0 0.87 0.68 0.62
30-08 12:16:35 2390M    0     0   724M 52.0  100  16 0.5  83   0   0   0 0.88 0.69 0.62
30-08 12:16:36 2342M    0     0   773M 39.0.0087890625 39.0.0087890625  16 1.2  83   0   0   0 0.88 0.69 0.62
30-08 12:16:37 2385M    0     0   730M  260 4810  16 0.8  83   0   0   0 0.88 0.69 0.62
30-08 12:16:38 2389M    0     0   726M 52.0  100  17 0.3  83   0   0   0 0.88 0.69 0.62
30-08 12:16:39 2389M    0     0   725M 52.0  100  17 0.2  83   0   0   0 0.88 0.69 0.62
30-08 12:16:40 2389M    0     0   725M  824 1136  17 0.8  82   0   0   0 0.89 0.69 0.62
30-08 12:16:41 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.89 0.69 0.62
30-08 12:16:42 2371M    0     0   743M 40.0 40.0  15 1.5  84   0   0   0 0.89 0.69 0.62
30-08 12:16:43 2389M    0     0   726M 52.0  100  17 1.0  82   0   0   0 0.89 0.69 0.62
30-08 12:16:44 2389M    0     0   726M    0     0   16 0.3  83   0   0   0 0.89 0.69 0.62
30-08 12:16:45 2389M    0     0   725M 52.0  200  16 0.3  83   0   0   0 0.90 0.70 0.62
30-08 12:16:46 2389M    0     0   725M 52.0    0   16 0.3  83   0   0   0 0.90 0.70 0.62
30-08 12:16:47 2389M    0     0   725M  208 3136  17 0.5  83   0   0   0 0.90 0.70 0.62
30-08 12:16:48 2333M    0     0   782M 49.0.0068359375 49.0.0068359375  16 1.2  83   0   0   0 0.90 0.70 0.62
30-08 12:16:49 2382M    0     0   732M 84.0 84.0  16 0.7  83   0   0   0 0.90 0.70 0.62
30-08 12:16:50 2373M    0     0   742M 35.0.0048828125 35.0.00390625  15 1.7  83   0   0   0 0.91 0.70 0.63
30-08 12:16:51 2389M    0     0   726M 52.0  100  14 0.5  85   0   0   0 0.91 0.70 0.63
30-08 12:16:52 2389M    0     0   726M    0     0   17   0  83   0   0   0 0.91 0.70 0.63
30-08 12:16:53 2389M    0     0   726M    0     0   17 0.3  83   0   0   0 0.91 0.70 0.63
30-08 12:16:54 2391M    0     0   724M  104  200  17 0.2  83   0   0   0 0.91 0.70 0.63
30-08 12:16:55 2391M    0     0   724M    0     0   17   0  83   0   0   0 0.92 0.71 0.63
30-08 12:16:56 2391M    0     0   724M    0     0   16 0.3  83   0   0   0 0.92 0.71 0.63
30-08 12:16:57 2391M    0     0   724M  156 2975  17 0.2  83   0   0   0 0.92 0.71 0.63
30-08 12:16:58 2343M    0     0   772M 44.0.005859375 44.0.005859375  17 1.0  82   0   0   0 0.92 0.71 0.63
30-08 12:16:59 2385M    0     0   729M    0     0   16 0.8  83   0   0   0 0.92 0.71 0.63
30-08 12:17:00 2389M    0     0   726M  104  200  13 0.3  87   0   0   0 0.92 0.71 0.63
30-08 12:17:01 2393M    0     0   722M  104  200  18 0.3  82   0   0   0 0.92 0.71 0.63
30-08 12:17:02 2337M    0     0   777M 34.0.005859375 34.0.0068359375  16 1.0  83   0   0   0 0.92 0.71 0.63
30-08 12:17:03 2385M    0     0   730M    0     0   16 1.0  83   0   0   0 0.92 0.71 0.63
30-08 12:17:04 2389M    0     0   726M 52.0  100  16 0.3  83   0   0   0 0.92 0.71 0.63
30-08 12:17:05 2389M    0     0   725M  104  200  17 0.3  83   0   0   0 0.93 0.72 0.63
30-08 12:17:06 2389M    0     0   725M    0     0   17   0  83   0   0   0 0.93 0.72 0.63
30-08 12:17:07 2329M    0     0   786M 36.0.0009765625 41.0.005859375  17 0.7  82   0   0   0 0.93 0.72 0.63
30-08 12:17:08 2379M    0     0   736M    0     0   16 1.0  83   0   0   0 0.93 0.72 0.63
30-08 12:17:09 2389M    0     0   725M 52.0  100  16 0.2  83   0   0   0 0.93 0.72 0.63
30-08 12:17:10 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.93 0.72 0.63
30-08 12:17:11 2389M    0     0   725M  104  200  17 0.3  82   0   0   0 0.93 0.72 0.63
30-08 12:17:12 2389M    0     0   725M    0     0   17   0  83   0   0   0 0.93 0.72 0.63
30-08 12:17:13 2389M    0     0   725M  104  200  17 0.3  83   0   0   0 0.93 0.72 0.63
30-08 12:17:14 2389M    0     0   725M    0     0   17   0  83   0   0   0 0.93 0.72 0.63
30-08 12:17:15 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.94 0.73 0.64
30-08 12:17:16 2389M    0     0   725M  156  316  17 0.3  83   0   0   0 0.94 0.73 0.64
30-08 12:17:17 2389M    0     0   725M  156 3080  17   0  83   0   0   0 0.94 0.73 0.64
30-08 12:17:18 2389M    0     0   725M  104  200  17 0.5  82   0   0   0 0.94 0.73 0.64
30-08 12:17:19 2389M    0     0   725M    0     0   16 0.2  83   0   0   0 0.94 0.73 0.64
30-08 12:17:20 2389M    0     0   725M    0     0   17   0  83   0   0   0 0.94 0.73 0.64
30-08 12:17:21 2327M    0     0   787M 53.0.00390625 53.0.005859375  17 1.6  82   0   0   0 0.94 0.73 0.64
30-08 12:17:22 2378M    0     0   736M    0     0   16 1.2  83   0   0   0 0.94 0.73 0.64
30-08 12:17:23 2391M    0     0   724M  824 1152  16 0.7  83   0   0   0 0.94 0.73 0.64
30-08 12:17:24 2391M    0     0   723M  104  200  17 0.2  83   0   0   0 0.94 0.73 0.64
30-08 12:17:25 2340M    0     0   775M 47.0.001953125 47.0.0009765625  16 1.8  83   0   0   0 0.95 0.74 0.64
30-08 12:17:26 2385M    0     0   729M    0     0   16 0.7  83   0   0   0 0.95 0.74 0.64
30-08 12:17:27 2389M    0     0   725M  312 4909  17 0.2  83   0   0   0 0.95 0.74 0.64
30-08 12:17:28 2391M    0     0   724M    0   100  17 0.2  83   0   0   0 0.95 0.74 0.64
30-08 12:17:29 2391M    0     0   724M  104  100  17 0.2  82   0   0   0 0.95 0.74 0.64
30-08 12:17:30 2391M    0     0   724M    0     0   16 0.3  83   0   0   0 0.95 0.74 0.64
30-08 12:17:31 2344M    0     0   771M 34.0.0068359375 34.0.0068359375  17 0.7  82   0   0   0 0.95 0.74 0.64
30-08 12:17:32 2386M    0     0   729M    0   100  16 0.8  83   0   0   0 0.95 0.74 0.64
30-08 12:17:33 2389M    0     0   725M 52.0    0   16 0.2  83   0   0   0 0.95 0.74 0.64
30-08 12:17:34 2389M    0     0   725M    0     0   16 0.8  83   0   0   0 0.95 0.74 0.64
30-08 12:17:35 2390M    0     0   725M  104  200  16 0.3  83   0   0   0 0.95 0.74 0.64
30-08 12:17:36 2390M    0     0   725M    0     0   17 0.2  83   0   0   0 0.95 0.74 0.64
30-08 12:17:37 2390M    0     0   725M  156 2924  16 0.5  83   0   0   0 0.95 0.74 0.64
30-08 12:17:38 2390M    0     0   725M    0     0   17 0.2  83   0   0   0 0.95 0.74 0.64
30-08 12:17:39 2363M    0     0   752M 53.0.005859375 53.0.005859375  16 1.5  83   0   0   0 0.95 0.74 0.64
30-08 12:17:40 2389M    0     0   726M  824 1136  16 0.7  83   0   0   0 0.96 0.75 0.64
30-08 12:17:41 2389M    0     0   726M    0     0   17   0  83   0   0   0 0.96 0.75 0.64
30-08 12:17:42 2389M    0     0   726M    0     0   16 0.3  83   0   0   0 0.96 0.75 0.64
30-08 12:17:43 2389M    0     0   726M    0     0   17 0.7  83   0   0   0 0.96 0.75 0.64
30-08 12:17:44 2393M    0     0   721M    0     0   11 0.2  89   0   0   0 0.96 0.75 0.64
30-08 12:17:45 2397M    0     0   718M  104  200  17 0.5  83   0   0   0 0.96 0.75 0.65
30-08 12:17:46 2397M    0     0   718M    0     0   16 0.3  83   0   0   0 0.96 0.75 0.65
30-08 12:17:47 2397M    0     0   718M  156 2435  16 0.7  83   0   0   0 0.96 0.75 0.65
30-08 12:17:48 2397M    0     0   718M    0     0   16 0.3  83   0   0   0 0.96 0.75 0.65
30-08 12:17:49 2397M    0     0   717M    0     0   17   0  83   0   0   0 0.96 0.75 0.65
30-08 12:17:50 2370M    0     0   744M 38.0 38.0.0009765625  16 1.3  83   0   0   0 0.96 0.76 0.65
30-08 12:17:51 2390M    0     0   725M 52.0  100  15 0.5  84   0   0   0 0.96 0.76 0.65
30-08 12:17:52 2390M    0     0   725M    0     0   18 0.2  82   0   0   0 0.96 0.76 0.65
30-08 12:17:53 2390M    0     0   725M    0     0   16 0.7  83   0   0   0 0.96 0.76 0.65
30-08 12:17:54 2390M    0     0   725M    0     0   16 0.3  83   0   0   0 0.96 0.76 0.65
30-08 12:17:55 2390M    0     0   725M    0     0   16 0.3  83   0   0   0 0.97 0.76 0.65
30-08 12:17:56 2391M    0     0   724M  876 1304  22 0.8  77   0   0   0 0.97 0.76 0.65
30-08 12:17:57 2337M    0     0   778M 51.0 54.0.0078125  16 1.5  83   0   0   0 0.97 0.76 0.65
30-08 12:17:58 2384M    0     0   730M    0     0   16 1.0  83   0   0   0 0.97 0.76 0.65
30-08 12:17:59 2389M    0     0   725M 52.0  100  15 0.7  84   0   0   0 0.97 0.76 0.65
30-08 12:18:00 2391M    0     0   724M  156  300  17 0.3  83   0   0   0 0.97 0.76 0.65
30-08 12:18:01 2391M    0     0   724M    0     0   17   0  83   0   0   0 0.97 0.76 0.65
30-08 12:18:02 2354M    0     0   760M 41.0 41.0  16 1.5  82   0   0   0 0.97 0.76 0.65
30-08 12:18:03 2389M    0     0   725M 52.0  100  15 0.7   - 434   0   0 0.97 0.76 0.65
30-08 12:18:04 2389M    0     0   725M    0     0   16 0.2 433   -   0   0 0.97 0.76 0.65
30-08 12:18:05 2390M    0     0   724M  104  200  18 0.7  82   0   0   0 0.97 0.77 0.65
30-08 12:18:06 2390M    0     0   724M    0     0   17   0  83   0   0   0 0.97 0.77 0.65
30-08 12:18:07 2338M    0     0   777M 41.0.0029296875 45.0.0068359375  17 0.7  82   0   0   0 0.97 0.77 0.65
30-08 12:18:08 2385M    0     0   729M  334 1032  16 1.0  83   0   0   0 0.97 0.77 0.65
30-08 12:18:09 2389M    0     0   725M  136  184  16 0.2  83   0   0   0 0.97 0.77 0.65
30-08 12:18:10 2389M    0     0   725M    0     0   17   0  83   0   0   0 0.97 0.77 0.65
30-08 12:18:11 2389M    0     0   725M  104  200  17 0.3  83   0   0   0 0.97 0.77 0.65
30-08 12:18:12 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.97 0.77 0.65
30-08 12:18:13 2389M    0     0   725M 52.0  316  17 0.3  83   0   0   0 0.97 0.77 0.65
30-08 12:18:14 2376M    0     0   738M 35.0.0068359375 35.0.0048828125  15 1.7  83   0   0   0 0.97 0.77 0.65
30-08 12:18:15 2389M    0     0   725M 52.0  100  15 0.8  84   0   0   0 0.98 0.77 0.65
30-08 12:18:16 2389M    0     0   725M    0     0   17 0.2  83   0   0   0 0.98 0.77 0.65
30-08 12:18:17 2389M    0     0   725M  156 2587  17   0  83   0   0   0 0.98 0.77 0.65
30-08 12:18:18 2391M    0     0   723M  104  200  17 0.5  82   0   0   0 0.98 0.77 0.65
30-08 12:18:19 2391M    0     0   723M    0     0   17   0  83   0   0   0 0.98 0.77 0.65
30-08 12:18:20 2391M    0     0   723M    0     0   17 0.2  83   0   0   0 0.98 0.78 0.66
30-08 12:18:21 2360M    0     0   755M 37.0.005859375 37.0.005859375  16 1.0  83   0   0   0 0.98 0.78 0.66
30-08 12:18:22 2389M    0     0   725M 52.0  100  14 0.8   - 439   0   0 0.98 0.78 0.66
30-08 12:18:23 2392M    0     0   723M  944 1397  17 0.7 427   -   0   0 0.98 0.78 0.66
30-08 12:18:24 2392M    0     0   722M 52.0  100  18 0.5  82   0   0   0 0.98 0.78 0.66
30-08 12:18:25 2373M    0     0   741M 36.0.0087890625 36.0.0078125  15 1.3  83   0   0   0 0.98 0.78 0.66
30-08 12:18:26 2389M    0     0   725M 52.0  100  16 0.5  83   0   0   0 0.98 0.78 0.66
30-08 12:18:27 2390M    0     0   725M  364 5503  18 0.2  81   0   0   0 0.98 0.78 0.66
30-08 12:18:28 2390M    0     0   725M    0     0   16 0.5  83   0   0   0 0.98 0.78 0.66
30-08 12:18:29 2345M    0     0   769M 51.0.0087890625 51.0.0078125  16 1.0  83   0   0   0 0.98 0.78 0.66
30-08 12:18:30 2386M    0     0   729M    0   100  16 1.0  83   0   0   0 0.98 0.78 0.66
30-08 12:18:31 2389M    0     0   725M 52.0    0   15 0.7  84   0   0   0 0.98 0.78 0.66
30-08 12:18:32 2389M    0     0   725M    0     0   16 0.8  83   0   0   0 0.98 0.78 0.66
30-08 12:18:33 2391M    0     0   724M  104  200  17   0  83   0   0   0 0.98 0.78 0.66
30-08 12:18:34 2391M    0     0   724M    0     0   16 0.5  83   0   0   0 0.98 0.78 0.66
30-08 12:18:35 2391M    0     0   724M    0     0   17 0.5  83   0   0   0 0.98 0.79 0.66
30-08 12:18:36 2391M    0     0   724M 52.0  100  16 0.3  83   0   0   0 0.98 0.79 0.66
30-08 12:18:37 2373M    0     0   742M 36.0 39.0.0068359375  16 1.3  83   0   0   0 0.98 0.79 0.66
30-08 12:18:38 2368M    0     0   746M 31.0.001953125 31.0.0009765625  15 1.7  83   0   0   0 0.98 0.79 0.66
30-08 12:18:39 2390M    0     0   725M 52.0  100  16 1.0  83   0   0   0 0.98 0.79 0.66
30-08 12:18:40 2390M    0     0   725M  772 1036  16 0.7  83   0   0   0 0.98 0.79 0.66
30-08 12:18:41 2390M    0     0   725M    0     0   16 0.3  83   0   0   0 0.98 0.79 0.66
30-08 12:18:42 2390M    0     0   725M    0     0   17 0.2  83   0   0   0 0.98 0.79 0.66
30-08 12:18:43 2391M    0     0   723M  104  200  18 0.5  82   0   0   0 0.98 0.79 0.66
30-08 12:18:44 2391M    0     0   723M    0     0   16 0.8  83   0   0   0 0.98 0.79 0.66
30-08 12:18:45 2391M    0     0   723M    0     0   16 0.5  83   0   0   0 0.98 0.79 0.66
30-08 12:18:46 2391M    0     0   723M    0     0   16 0.5  83   0   0   0 0.98 0.79 0.66
30-08 12:18:47 2368M    0     0   747M 42.0.0048828125 45.0.0029296875  16 1.6  82   0   0   0 0.98 0.79 0.66
30-08 12:18:48 2389M    0     0   725M 52.0  100  16 0.5  83   0   0   0 0.98 0.79 0.66
30-08 12:18:49 2389M    0     0   725M    0     0   16 0.5  83   0   0   0 0.98 0.79 0.66
30-08 12:18:50 2389M    0     0   725M    0     0   16 0.7  83   0   0   0 0.98 0.80 0.66
