30-08 11:49:32 2307M    0     0   807M    0     0   16 0.3  83   0   0   0 0.56 0.29 0.39
30-08 11:49:33 2268M    0     0   847M 35.0.0087890625 35.0.0087890625  16 1.0  83   0   0   0 0.60 0.30 0.40
30-08 11:49:34 2306M    0     0   809M 52.0  100  16 0.7  83   0   0   0 0.60 0.30 0.40
30-08 11:49:35 2306M    0     0   809M    0     0   17 0.8  82   0   0   0 0.60 0.30 0.40
30-08 11:49:36 2311M    0     0   804M  208 4266  16 0.5  83   0   0   0 0.60 0.30 0.40
30-08 11:49:37 2311M    0     0   803M  104  200  16 0.5  83   0   0   0 0.60 0.30 0.40
30-08 11:49:38 2311M    0     0   803M    0     0   17 0.8  82   0   0   0 0.63 0.32 0.40
30-08 11:49:39 2256M    0     0   858M 42.0.001953125 42.0.0029296875  16 1.0  83   0   0   0 0.63 0.32 0.40
30-08 11:49:40 2302M    0     0   813M    0     0   16 1.3  83   0   0   0 0.63 0.32 0.40
30-08 11:49:41 2291M    0     0   824M 41.0.001953125 41.0.0029296875  16 1.0  83   0   0   0 0.63 0.32 0.40
30-08 11:49:42 2287M    0     0   828M 31.0.001953125 31.0.001953125  15 1.0  84   0   0   0 0.63 0.32 0.40
30-08 11:49:43 2267M    0     0   847M 36.0.0029296875 36.0.0029296875  14 1.0  85   0   0   0 0.66 0.33 0.40
30-08 11:49:44 2249M    0     0   865M 39.0.001953125 38.0.0087890625  16 1.2  83   0   0   0 0.66 0.33 0.40
30-08 11:49:45 2299M    0     0   816M    0     0   16 1.0  83   0   0   0 0.66 0.33 0.40
30-08 11:49:46 2306M    0     0   809M  312 4799  16 0.7  84   0   0   0 0.66 0.33 0.40
30-08 11:49:47 2306M    0     0   809M    0     0   16 0.5  83   0   0   0 0.66 0.33 0.40
30-08 11:49:48 2306M    0     0   808M  104  200  18 0.2  82   0   0   0 0.69 0.34 0.41
30-08 11:49:49 2306M    0     0   808M    0     0   16 0.3  83   0   0   0 0.69 0.34 0.41
30-08 11:49:50 2306M    0     0   808M    0     0   16 0.5  83   0   0   0 0.69 0.34 0.41
30-08 11:49:51 2254M    0     0   861M 43.0.005859375 43.0.0048828125  17 0.8  82   0   0   0 0.69 0.34 0.41
30-08 11:49:52 2302M    0     0   813M    0     0   16 1.2  83   0   0   0 0.69 0.34 0.41
30-08 11:49:53 2292M    0     0   823M 31.0.0009765625 31.0.0009765625  15 1.3  83   0   0   0 0.71 0.35 0.41
30-08 11:49:54 2306M    0     0   809M 52.0  100  16 0.3  84   0   0   0 0.71 0.35 0.41
30-08 11:49:55 2306M    0     0   809M    0     0   16 0.3  83   0   0   0 0.71 0.35 0.41
30-08 11:49:56 2306M    0     0   809M  156 2972  16 0.3  83   0   0   0 0.71 0.35 0.41
30-08 11:49:57 2306M    0     0   808M 52.0  200  18 0.3  81   0   0   0 0.71 0.35 0.41
30-08 11:49:58 2306M    0     0   808M 52.0    0   16 0.5  83   0   0   0 0.73 0.36 0.41
30-08 11:49:59 2306M    0     0   808M    0     0   17 0.2  83   0   0   0 0.73 0.36 0.41
30-08 11:50:00 2306M    0     0   808M 52.0  100  17   0  83   0   0   0 0.73 0.36 0.41
30-08 11:50:01 2264M    0     0   851M 36.0 36.0  16 0.8  84   0   0   0 0.73 0.36 0.41
30-08 11:50:02 2304M    0     0   810M 52.0  100  16 0.5  83   0   0   0 0.73 0.36 0.41
30-08 11:50:03 2306M    0     0   809M    0     0   18 0.3  82   0   0   0 0.76 0.37 0.41
30-08 11:50:04 2306M    0     0   809M    0     0   16 0.3  83   0   0   0 0.76 0.37 0.41
30-08 11:50:05 2306M    0     0   809M    0     0   17 0.2  83   0   0   0 0.76 0.37 0.41
30-08 11:50:06 2306M    0     0   808M  208 2531  17   0  83   0   0   0 0.76 0.37 0.41
30-08 11:50:07 2306M    0     0   808M  104  316  18 0.8  81   0   0   0 0.76 0.37 0.41
30-08 11:50:08 2292M    0     0   823M 39.0.0087890625 39.0.0078125  15 1.5  83   0   0   0 0.85 0.40 0.42
30-08 11:50:09 2306M    0     0   809M 52.0  100  19 0.6  81   0   0   0 0.85 0.40 0.42
30-08 11:50:10 2306M    0     0   808M  104  200  19 0.5  81   0   0   0 0.85 0.40 0.42
30-08 11:50:11 2306M    0     0   808M    0     0   17   0  83   0   0   0 0.85 0.40 0.42
30-08 11:50:12 2288M    0     0   827M 35.0.0087890625 35.0.0087890625  16 1.2  83   0   0   0 0.85 0.40 0.42
30-08 11:50:13 2306M    0     0   808M 52.0  100  18 0.8  81   0   0   0 0.87 0.41 0.43
30-08 11:50:14 2306M    0     0   808M    0     0   17   0  83   0   0   0 0.87 0.41 0.43
30-08 11:50:15 2311M    0     0   803M  104  200  19 0.3  81   0   0   0 0.87 0.41 0.43
30-08 11:50:16 2311M    0     0   803M  260 5303  17   0  83   0   0   0 0.87 0.41 0.43
30-08 11:50:17 2312M    0     0   803M 52.0  216  17 0.2  83   0   0   0 0.87 0.41 0.43
30-08 11:50:18 2290M    0     0   825M 46.0 45.0.0087890625  15 1.7  83   0   0   0 0.88 0.42 0.43
30-08 11:50:19 2306M    0     0   809M 52.0  100  17 1.0  82   0   0   0 0.88 0.42 0.43
30-08 11:50:20 2306M    0     0   809M    0     0   17   0  83   0   0   0 0.88 0.42 0.43
30-08 11:50:21 2310M    0     0   805M    0     0   17   0  83   0   0   0 0.88 0.42 0.43
30-08 11:50:22 2310M    0     0   805M  104  200  16 0.3  83   0   0   0 0.88 0.42 0.43
30-08 11:50:23 2310M    0     0   805M    0     0   16 0.3  83   0   0   0 0.89 0.42 0.43
30-08 11:50:24 2310M    0     0   805M    0     0   17 0.2  83   0   0   0 0.89 0.42 0.43
30-08 11:50:25 2310M    0     0   805M 52.0  216  18 0.3  82   0   0   0 0.89 0.42 0.43
30-08 11:50:26 2293M    0     0   822M 34.0.0087890625 38.0.005859375  15 1.3  83   0   0   0 0.89 0.42 0.43
30-08 11:50:27 2306M    0     0   808M 52.0  100  15 0.7  84   0   0   0 0.89 0.42 0.43
30-08 11:50:28 2306M    0     0   808M    0     0   16 0.5  83   0   0   0 0.89 0.43 0.43
30-08 11:50:29 2306M    0     0   808M    0     0   17 0.2  83   0   0   0 0.89 0.43 0.43
30-08 11:50:30 2306M    0     0   808M    0     0   17   0  83   0   0   0 0.89 0.43 0.43
30-08 11:50:31 2307M    0     0   808M  824 1152  17 0.7  82   0   0   0 0.89 0.43 0.43
30-08 11:50:32 2307M    0     0   808M  772 1064  16 0.3  83   0   0   0 0.89 0.43 0.43
30-08 11:50:33 2307M    0     0   808M    0     0   16 0.3  83   0   0   0 0.90 0.44 0.44
30-08 11:50:34 2307M    0     0   808M    0     0   16 0.3  83   0   0   0 0.90 0.44 0.44
30-08 11:50:35 2307M    0     0   808M    0     0   17 0.2  83   0   0   0 0.90 0.44 0.44
30-08 11:50:36 2307M    0     0   807M  104  853  16 0.3  83   0   0   0 0.90 0.44 0.44
30-08 11:50:37 2286M    0     0   829M 43.0.0048828125 43.0.00390625  16 1.5  83   0   0   0 0.90 0.44 0.44
30-08 11:50:38 2306M    0     0   808M 52.0  100  16 0.3  83   0   0   0 0.91 0.45 0.44
30-08 11:50:39 2307M    0     0   808M  104  200  17 0.3  82   0   0   0 0.91 0.45 0.44
30-08 11:50:40 2267M    0     0   847M 43.0.005859375 43.0.005859375  16 1.3  83   0   0   0 0.91 0.45 0.44
30-08 11:50:41 2254M    0     0   861M 31.0.0087890625 32.0.0009765625  16 1.0  83   0   0   0 0.91 0.45 0.44
30-08 11:50:42 2302M    0     0   813M    0     0   16 1.0  83   0   0   0 0.91 0.45 0.44
30-08 11:50:43 2306M    0     0   808M 52.0  100  17 0.5  82   0   0   0 0.92 0.46 0.44
30-08 11:50:44 2307M    0     0   808M  104  200  16 0.2  83   0   0   0 0.92 0.46 0.44
30-08 11:50:45 2255M    0     0   859M 34.0.0068359375 34.0.0068359375  17 0.8  82   0   0   0 0.92 0.46 0.44
30-08 11:50:46 2302M    0     0   812M  312 7029  16 0.8  83   0   0   0 0.92 0.46 0.44
30-08 11:50:47 2306M    0     0   808M 52.0  100  16 0.3  84   0   0   0 0.92 0.46 0.44
30-08 11:50:48 2306M    0     0   808M    0     0   17   0  83   0   0   0 0.92 0.47 0.45
30-08 11:50:49 2307M    0     0   808M  104  200  17 0.7  83   0   0   0 0.92 0.47 0.45
30-08 11:50:50 2307M    0     0   808M    0     0   17   0  83   0   0   0 0.92 0.47 0.45
30-08 11:50:51 2279M    0     0   836M 44.0.0078125 44.0.0087890625  16 1.0  83   0   0   0 0.92 0.47 0.45
30-08 11:50:52 2306M    0     0   808M 52.0  100  15 1.2  83   0   0   0 0.92 0.47 0.45
30-08 11:50:53 2306M    0     0   808M    0     0   17 0.2  83   0   0   0 0.93 0.48 0.45
30-08 11:50:54 2306M    0     0   808M    0     0   17   0  83   0   0   0 0.93 0.48 0.45
30-08 11:50:55 2308M    0     0   807M  104  200  17 0.3  83   0   0   0 0.93 0.48 0.45
30-08 11:50:56 2308M    0     0   807M  208 3136  17 0.2  83   0   0   0 0.93 0.48 0.45
30-08 11:50:57 2308M    0     0   807M 52.0  100  16 0.3  83   0   0   0 0.93 0.48 0.45
30-08 11:50:58 2290M    0     0   825M 41.0 41.0  16 0.8  84   0   0   0 0.93 0.49 0.45
30-08 11:50:59 2306M    0     0   808M 52.0  100  17 0.5  83   0   0   0 0.93 0.49 0.45
30-08 11:51:00 2306M    0     0   808M 52.0  100  16 0.3  83   0   0   0 0.93 0.49 0.45
30-08 11:51:01 2306M    0     0   808M    0     0   16 0.3  83   0   0   0 0.93 0.49 0.45
30-08 11:51:02 2307M    0     0   808M  104  200  16 0.5  83   0   0   0 0.93 0.49 0.45
30-08 11:51:03 2307M    0     0   808M  104  200  17 0.3  83   0   0   0 0.94 0.50 0.45
30-08 11:51:04 2307M    0     0   808M    0     0   16 0.7  83   0   0   0 0.94 0.50 0.45
30-08 11:51:05 2307M    0     0   808M  156  316  17 0.8  82   0   0   0 0.94 0.50 0.45
30-08 11:51:06 2307M    0     0   808M  208 4217  17 0.2  83   0   0   0 0.94 0.50 0.45
30-08 11:51:07 2307M    0     0   808M    0     0   16 0.5  83   0   0   0 0.94 0.50 0.45
30-08 11:51:08 2307M    0     0   808M  104  200  17 0.8  82   0   0   0 0.94 0.50 0.46
30-08 11:51:09 2307M    0     0   808M    0     0   16 0.5  83   0   0   0 0.94 0.50 0.46
30-08 11:51:10 2307M    0     0   808M    0     0   16 0.8  83   0   0   0 0.94 0.50 0.46
30-08 11:51:11 2247M    0     0   867M 37.0.0048828125 37.0.0048828125  17 1.0  82   0   0   0 0.94 0.50 0.46
30-08 11:51:12 2299M    0     0   816M    0     0   16 0.7  83   0   0   0 0.94 0.50 0.46
30-08 11:51:13 2306M    0     0   808M 52.0  100  13 0.7  86   0   0   0 0.95 0.51 0.46
30-08 11:51:14 2306M    0     0   808M    0     0   16 0.3  83   0   0   0 0.95 0.51 0.46
30-08 11:51:15 2306M    0     0   808M    0     0   16 0.8  83   0   0   0 0.95 0.51 0.46
30-08 11:51:16 2306M    0     0   808M  156 2431  16 0.7  83   0   0   0 0.95 0.51 0.46
30-08 11:51:17 2307M    0     0   807M    0     0   16 0.5  83   0   0   0 0.95 0.51 0.46
30-08 11:51:18 2310M    0     0   805M  104  200  19 0.3  81   0   0   0 0.95 0.52 0.46
30-08 11:51:19 2310M    0     0   805M    0     0   16 0.7  83   0   0   0 0.95 0.52 0.46
30-08 11:51:20 2310M    0     0   805M    0     0   16 0.5  83   0   0   0 0.95 0.52 0.46
30-08 11:51:21 2310M    0     0   805M    0     0   16 0.5  83   0   0   0 0.95 0.52 0.46
30-08 11:51:22 2310M    0     0   805M    0     0   16 0.3  83   0   0   0 0.95 0.52 0.46
30-08 11:51:23 2252M    0     0   863M 42.0.00390625 42.0.0048828125  16 0.7  83   0   0   0 0.96 0.53 0.46
30-08 11:51:24 2301M    0     0   814M    0     0   16 0.8  83   0   0   0 0.96 0.53 0.46
30-08 11:51:25 2290M    0     0   824M 36.0.0068359375 36.0.005859375  15 1.5  83   0   0   0 0.96 0.53 0.46
30-08 11:51:26 2308M    0     0   806M  208 2916  16 0.8  83   0   0   0 0.96 0.53 0.46
30-08 11:51:27 2308M    0     0   806M    0     0   16 0.5  83   0   0   0 0.96 0.53 0.46
30-08 11:51:28 2308M    0     0   806M    0     0   16 0.3  83   0   0   0 0.96 0.53 0.47
30-08 11:51:29 2308M    0     0   806M    0     0   16 0.5  83   0   0   0 0.96 0.53 0.47
30-08 11:51:30 2308M    0     0   806M    0     0   16 0.5  83   0   0   0 0.96 0.53 0.47
30-08 11:51:31 2308M    0     0   806M    0     0   16 0.3  83   0   0   0 0.96 0.53 0.47
30-08 11:51:32 2319M    0     0   796M  104  200  17 0.2  83   0   0   0 0.96 0.53 0.47
30-08 11:51:33 2319M    0     0   796M    0     0   18 0.7  82   0   0   0 0.96 0.54 0.47
30-08 11:51:34 2319M    0     0   796M    0     0   16 0.7  83   0   0   0 0.96 0.54 0.47
30-08 11:51:35 2319M    0     0   796M    0     0   16 0.5  83   0   0   0 0.96 0.54 0.47
30-08 11:51:36 2319M    0     0   796M  104  753  17 0.2  83   0   0   0 0.96 0.54 0.47
30-08 11:51:37 2319M    0     0   796M    0     0   16 0.5  83   0   0   0 0.96 0.54 0.47
30-08 11:51:38 2319M    0     0   795M    0     0   17 0.2  83   0   0   0 0.97 0.55 0.47
30-08 11:51:39 2321M    0     0   794M  156  316  16 1.0  83   0   0   0 0.97 0.55 0.47
30-08 11:51:40 2320M    0     0   794M  772 1036  15 2.2  83   0   0   0 0.97 0.55 0.47
30-08 11:51:41 2320M    0     0   794M    0     0   16 2.0  82   0   0   0 0.97 0.55 0.47
30-08 11:51:42 2287M    0     0   827M  0.130859375  0.130859375  16 1.3  83   0   0   0 0.97 0.55 0.47
30-08 11:51:43 2306M    0     0   808M 52.0  100  16 1.0  83   0   0   0 0.97 0.56 0.47
30-08 11:51:44 2306M    0     0   808M    0     0   17 0.5  82   0   0   0 0.97 0.56 0.47
30-08 11:51:45 2306M    0     0   808M    0     0   16 0.2  83   0   0   0 0.97 0.56 0.47
30-08 11:51:46 2306M    0     0   808M  156 1939  16 0.8  83   0   0   0 0.97 0.56 0.47
30-08 11:51:47 2306M    0     0   808M    0     0   16 0.5  83   0   0   0 0.97 0.56 0.47
30-08 11:51:48 2306M    0     0   808M    0     0   16 0.3  83   0   0   0 0.97 0.56 0.48
30-08 11:51:49 2307M    0     0   808M 84.0 84.0  16 0.3  83   0   0   0 0.97 0.56 0.48
30-08 11:51:50 2307M    0     0   808M  156  300  18 0.7  82   0   0   0 0.97 0.56 0.48
30-08 11:51:51 2290M    0     0   825M 48.0.0029296875 48.0.0029296875  16 1.3  83   0   0   0 0.97 0.56 0.48
30-08 11:51:52 2282M    0     0   832M 39.0.0009765625 39.0  15 1.7  83   0   0   0 0.97 0.56 0.48
30-08 11:51:53 2307M    0     0   808M 52.0  100  16 0.7  84   0   0   0 0.97 0.57 0.48
30-08 11:51:54 2307M    0     0   808M    0     0   18 0.7  81   0   0   0 0.97 0.57 0.48
30-08 11:51:55 2308M    0     0   807M  104  200  16 0.7  84   0   0   0 0.97 0.57 0.48
30-08 11:51:56 2308M    0     0   807M  208 3523  18 0.3  82   0   0   0 0.97 0.57 0.48
30-08 11:51:57 2308M    0     0   807M    0     0   16 0.5  83   0   0   0 0.97 0.57 0.48
30-08 11:51:58 2266M    0     0   849M 47.0 48.0.0068359375  13 1.0  86   0   0   0 0.97 0.58 0.48
30-08 11:51:59 2306M    0     0   808M  168  396  15 1.3  83   0   0   0 0.97 0.58 0.48
30-08 11:52:00 2307M    0     0   808M 52.0  100  18 0.3  81   0   0   0 0.97 0.58 0.48
30-08 11:52:01 2306M    0     0   808M    0     0   16 0.3  83   0   0   0 0.97 0.58 0.48
30-08 11:52:02 2306M    0     0   808M    0     0   16 0.2  83   0   0   0 0.97 0.58 0.48
30-08 11:52:03 2307M    0     0   807M  104  200  19 0.3  81   0   0   0 0.98 0.58 0.48
30-08 11:52:04 2307M    0     0   807M    0     0   16 0.5  83   0   0   0 0.98 0.58 0.48
30-08 11:52:05 2307M    0     0   807M    0     0   16 0.2  83   0   0   0 0.98 0.58 0.48
30-08 11:52:06 2307M    0     0   807M  156 2432  16 0.3  83   0   0   0 0.98 0.58 0.48
30-08 11:52:07 2289M    0     0   825M 39.0.0087890625 40.0  15 1.2  83   0   0   0 0.98 0.58 0.48
30-08 11:52:08 2306M    0     0   808M 52.0  100  16 0.8  83   0   0   0 0.98 0.59 0.49
30-08 11:52:09 2306M    0     0   808M    0     0   17 0.2  83   0   0   0 0.98 0.59 0.49
30-08 11:52:10 2306M    0     0   808M    0     0   16 0.7  83   0   0   0 0.98 0.59 0.49
30-08 11:52:11 2306M    0     0   808M    0     0   19 0.5  81   0   0   0 0.98 0.59 0.49
30-08 11:52:12 2306M    0     0   808M    0     0   16 0.2  83   0   0   0 0.98 0.59 0.49
30-08 11:52:13 2311M    0     0   804M  104  200  16 0.3  83   0   0   0 0.98 0.60 0.49
30-08 11:52:14 2311M    0     0   804M    0     0   16 0.3  83   0   0   0 0.98 0.60 0.49
30-08 11:52:15 2311M    0     0   804M    0     0   16 0.5  83   0   0   0 0.98 0.60 0.49
30-08 11:52:16 2311M    0     0   804M  156 2431  16 0.3  83   0   0   0 0.98 0.60 0.49
30-08 11:52:17 2311M    0     0   804M    0     0   19 0.5  81   0   0   0 0.98 0.60 0.49
30-08 11:52:18 2311M    0     0   803M 52.0  100  16 0.3  83   0   0   0 0.98 0.60 0.49
30-08 11:52:19 2290M    0     0   824M 36.0.0029296875 36.0.001953125  16 0.8  83   0   0   0 0.98 0.60 0.49
30-08 11:52:20 2286M    0     0   828M 31.0.001953125 31.0.001953125  16 1.0  83   0   0   0 0.98 0.60 0.49
30-08 11:52:21 2307M    0     0   808M 52.0  100  16 0.3  83   0   0   0 0.98 0.60 0.49
30-08 11:52:22 2307M    0     0   808M    0     0   16 0.3  83   0   0   0 0.98 0.60 0.49
30-08 11:52:23 2307M    0     0   808M  824 1092  16 0.7  83   0   0   0 0.98 0.61 0.49
30-08 11:52:24 2307M    0     0   808M    0     0   16 0.3  83   0   0   0 0.98 0.61 0.49
30-08 11:52:25 2307M    0     0   808M    0     0   16 0.3  83   0   0   0 0.98 0.61 0.49
30-08 11:52:26 2307M    0     0   807M  260 2679  17 0.2  83   0   0   0 0.98 0.61 0.49
30-08 11:52:27 2307M    0     0   807M    0     0   16 0.5  83   0   0   0 0.98 0.61 0.49
30-08 11:52:28 2307M    0     0   807M    0     0   16 1.0  83   0   0   0 0.98 0.62 0.50
30-08 11:52:29 2307M    0     0   807M    0     0   16 0.3  83   0   0   0 0.98 0.62 0.50
30-08 11:52:30 2307M    0     0   807M    0     0   16 0.7  83   0   0   0 0.98 0.62 0.50
30-08 11:52:31 2307M    0     0   807M 52.0  100  17 0.3  82   0   0   0 0.98 0.62 0.50
30-08 11:52:32 2286M    0     0   828M 51.0.001953125 51.0.001953125  15 1.7  83   0   0   0 0.98 0.62 0.50
30-08 11:52:33 2307M    0     0   808M 52.0  100  16 0.7  83   0   0   0 0.98 0.62 0.50
30-08 11:52:34 2307M    0     0   808M  104  200  17 0.3  82   0   0   0 0.98 0.62 0.50
30-08 11:52:35 2307M    0     0   808M    0     0   16 0.3  84   0   0   0 0.98 0.62 0.50
30-08 11:52:36 2307M    0     0   808M  312 3669  17 0.3  82   0   0   0 0.98 0.62 0.50
30-08 11:52:37 2307M    0     0   808M    0     0   16 0.5  83   0   0   0 0.98 0.62 0.50
30-08 11:52:38 2307M    0     0   808M 52.0  100  17 0.3  82   0   0   0 0.98 0.63 0.50
30-08 11:52:39 2307M    0     0   808M  104  216  16 0.7  84   0   0   0 0.98 0.63 0.50
30-08 11:52:40 2307M    0     0   808M  772 1036  17 0.3  83   0   0   0 0.98 0.63 0.50
30-08 11:52:41 2307M    0     0   808M    0     0   16 0.2  83   0   0   0 0.98 0.63 0.50
30-08 11:52:42 2307M    0     0   808M  104  200  19 0.3  81   0   0   0 0.98 0.63 0.50
30-08 11:52:43 2307M    0     0   808M    0     0   16 0.5  83   0   0   0 0.99 0.63 0.50
30-08 11:52:44 2307M    0     0   808M    0     0   16 0.5  83   0   0   0 0.99 0.63 0.50
30-08 11:52:45 2307M    0     0   808M    0     0   16 0.7  83   0   0   0 0.99 0.63 0.50
30-08 11:52:46 2307M    0     0   808M  156 1890  16 0.5  83   0   0   0 0.99 0.63 0.50
30-08 11:52:47 2289M    0     0   826M 36.0.001953125 36.0.001953125  15 1.5  83   0   0   0 0.99 0.63 0.50
30-08 11:52:48 2307M    0     0   808M 52.0  100  17 0.8  82   0   0   0 0.99 0.64 0.51
30-08 11:52:49 2307M    0     0   808M    0     0   16 0.8  83   0   0   0 0.99 0.64 0.51
30-08 11:52:50 2307M    0     0   808M    0     0   16 0.3  83   0   0   0 0.99 0.64 0.51
30-08 11:52:51 2307M    0     0   808M    0     0   16 0.8  83   0   0   0 0.99 0.64 0.51
30-08 11:52:52 2307M    0     0   808M    0     0   16 0.3  83   0   0   0 0.99 0.64 0.51
30-08 11:52:53 2307M    0     0   808M    0     0   16 0.3  83   0   0   0 0.99 0.65 0.51
30-08 11:52:54 2307M    0     0   807M  104  200  17 0.5  82   0   0   0 0.99 0.65 0.51
30-08 11:52:55 2307M    0     0   807M    0     0   16 0.8  83   0   0   0 0.99 0.65 0.51
30-08 11:52:56 2307M    0     0   807M  928 3538  21 0.9  78   0   0   0 0.99 0.65 0.51
30-08 11:52:57 2307M    0     0   807M    0     0   16 0.3  83   0   0   0 0.99 0.65 0.51
30-08 11:52:58 2307M    0     0   807M    0     0   16 0.7  83   0   0   0 0.99 0.65 0.51
30-08 11:52:59 2307M    0     0   807M    0     0   16 0.5  83   0   0   0 0.99 0.65 0.51
