05-09 16:56:53 2259M 0 0 855M 52.0 100 23 1.8 75 0 0 0 0.36 0.11 0.03
05-09 16:56:54 2259M 0 0 855M 52.0 100 17 0.3 83 0 0 0 0.36 0.11 0.03
05-09 16:56:55 2264M 0 0 851M 0 0 16 0.3 84 0 0 0 0.36 0.11 0.03
05-09 16:56:56 2296M 0 0 819M 52.0 100 16 0.7 83 0 0 0 0.36 0.11 0.03
05-09 16:56:57 2244M 0 0 871M 52.0 100 6.1 1.3 93 0 0 0 0.36 0.11 0.03
05-09 16:56:58 2245M 0 0 869M 52.0 100 14 2.3 83 0 0 0 0.41 0.12 0.03
05-09 16:56:59 2234M 0 0 881M 52.0 100 3.1 0.6 96 0 0 0 0.41 0.12 0.03
05-09 16:57:00 2234M 0 0 881M 104 200 0 0 100 0 0 0 0.41 0.12 0.03
05-09 16:57:01 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.41 0.12 0.03
05-09 16:57:02 2234M 0 0 881M 0 0 0 0 100 0 0 0 0.41 0.12 0.03
05-09 16:57:03 2236M 0 0 878M 52.0 100 12 2.1 86 0 0 0 0.46 0.14 0.04
05-09 16:57:04 2234M 0 0 881M 52.0 100 11 1.6 88 0 0 0 0.46 0.14 0.04
05-09 16:57:05 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.46 0.14 0.04
05-09 16:57:06 2259M 0 0 855M 104 248 6.3 0.6 93 0 0 0 0.46 0.14 0.04
05-09 16:57:07 2259M 0 0 855M 0 0 17 0.2 83 0 0 0 0.46 0.14 0.04
05-09 16:57:08 2264M 0 0 851M 52.0 100 19 1.3 80 0 0 0 0.50 0.15 0.04
05-09 16:57:09 2269M 0 0 846M 52.0 100 25 1.9 73 0 0 0 0.50 0.15 0.04
05-09 16:57:10 2263M 0 0 851M 52.0 100 19 0.6 80 0 0 0 0.50 0.15 0.04
05-09 16:57:11 2234M 0 0 881M 52.0 100 3.1 1.1 96 0 0 0 0.50 0.15 0.04
05-09 16:57:12 2234M 0 0 881M 0 0 0 0 100 0 0 0 0.50 0.15 0.04
05-09 16:57:13 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.46 0.15 0.04
05-09 16:57:14 2243M 0 0 872M 52.0 100 11 1.4 87 0 0 0 0.46 0.15 0.04
05-09 16:57:15 2234M 0 0 881M 52.0 100 12 1.7 86 0 0 0 0.46 0.15 0.04
05-09 16:57:16 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.46 0.15 0.04
05-09 16:57:17 2234M 0 0 881M 0 0 0 0 100 0 0 0 0.46 0.15 0.04
05-09 16:57:18 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.42 0.15 0.04
05-09 16:57:19 2271M 0 0 844M 104 248 7.8 1.5 91 0 0 0 0.42 0.15 0.04
05-09 16:57:20 2261M 0 0 854M 52.0 100 27 1.7 71 0 0 0 0.42 0.15 0.04
05-09 16:57:21 2259M 0 0 855M 52.0 100 21 0.8 78 0 0 0 0.42 0.15 0.04
05-09 16:57:22 2262M 0 0 853M 0 0 17 0.3 83 0 0 0 0.42 0.15 0.04
05-09 16:57:23 2262M 0 0 852M 52.0 100 16 0.2 84 0 0 0 0.47 0.16 0.05
05-09 16:57:24 2234M 0 0 881M 52.0 100 3.4 0.8 96 0 0 0 0.47 0.16 0.05
05-09 16:57:25 2237M 0 0 877M 52.0 100 9.3 1.8 89 0 0 0 0.47 0.16 0.05
05-09 16:57:26 2234M 0 0 881M 52.0 100 13 2.4 85 0 0 0 0.47 0.16 0.05
05-09 16:57:27 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.47 0.16 0.05
05-09 16:57:28 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.43 0.16 0.05
05-09 16:57:29 2234M 0 0 881M 0 0 0 0.2 100 0 0 0 0.43 0.16 0.05
05-09 16:57:30 2240M 0 0 874M 52.0 100 1.6 0.2 98 0 0 0 0.43 0.16 0.05
05-09 16:57:31 2243M 0 0 872M 52.0 100 15 2.2 83 0 0 0 0.43 0.16 0.05
05-09 16:57:32 2234M 0 0 881M 52.0 100 7.4 0.7 92 0 0 0 0.43 0.16 0.05
05-09 16:57:33 2259M 0 0 855M 104 248 5.4 0.8 94 0 0 0 0.40 0.15 0.05
05-09 16:57:34 2260M 0 0 855M 0 0 17 0 83 0 0 0 0.40 0.15 0.05
05-09 16:57:35 2259M 0 0 855M 52.0 100 17 0.2 83 0 0 0 0.40 0.15 0.05
05-09 16:57:36 2272M 0 0 843M 52.0 100 22 0.9 77 0 0 0 0.40 0.15 0.05
05-09 16:57:37 2277M 0 0 837M 52.0 100 24 2.9 73 0 0 0 0.40 0.15 0.05
05-09 16:57:38 2298M 0 0 816M 52.0 100 16 1.2 83 0 0 0 0.45 0.17 0.05
05-09 16:57:39 2234M 0 0 881M 0 0 0.6 0.4 99 0 0 0 0.45 0.17 0.05
05-09 16:57:40 2234M 0 0 881M 824 1152 0.4 0.2 99 0 0 0 0.45 0.17 0.05
05-09 16:57:41 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.45 0.17 0.05
05-09 16:57:42 2235M 0 0 880M 52.0 100 14 2.8 84 0 0 0 0.45 0.17 0.05
05-09 16:57:43 2234M 0 0 881M 824 1136 9.1 1.3 90 0 0 0 0.49 0.18 0.06
05-09 16:57:44 2234M 0 0 881M 84.0 84.0 0 0 100 0 0 0 0.49 0.18 0.06
05-09 16:57:45 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.49 0.18 0.06
05-09 16:57:46 2259M 0 0 855M 104 248 4.6 0.4 95 0 0 0 0.49 0.18 0.06
05-09 16:57:47 2263M 0 0 852M 52.0 100 22 1.5 77 0 0 0 0.49 0.18 0.06
05-09 16:57:48 2267M 0 0 847M 52.0 100 25 2.5 73 0 0 0 0.61 0.21 0.07
05-09 16:57:49 2265M 0 0 850M 0 0 16 0.3 0 475 0 0 0.61 0.21 0.07
05-09 16:57:50 2290M 0 0 825M 52.0 100 15 0.5 480 0 0 0 0.61 0.21 0.07
05-09 16:57:51 2234M 0 0 881M 52.0 100 1.6 0.4 98 0 0 0 0.61 0.21 0.07
05-09 16:57:52 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.61 0.21 0.07
05-09 16:57:53 2238M 0 0 877M 52.0 100 12 2.1 86 0 0 0 0.64 0.22 0.07
05-09 16:57:54 2234M 0 0 881M 52.0 100 10 2.1 87 0 0 0 0.64 0.22 0.07
05-09 16:57:55 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.64 0.22 0.07
05-09 16:57:56 2234M 0 0 881M 0 0 0 0 100 0 0 0 0.64 0.22 0.07
05-09 16:57:57 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.64 0.22 0.07
05-09 16:57:58 2239M 0 0 876M 52.0 100 4.2 1.1 95 0 0 0 0.59 0.22 0.07
05-09 16:57:59 2241M 0 0 874M 52.0 100 14 2.5 83 0 0 0 0.59 0.22 0.07
05-09 16:58:00 2290M 0 0 825M 735 961 12 1.2 87 0 0 0 0.59 0.22 0.07
05-09 16:58:01 2259M 0 0 855M 141 375 18 0.2 82 0 0 0 0.59 0.22 0.07
05-09 16:58:02 2262M 0 0 853M 52.0 100 14 0.5 0 488 0 0 0.59 0.22 0.07
05-09 16:58:03 2275M 0 0 839M 52.0 100 7.2 0.6 526 0 0 0 0.62 0.23 0.07
05-09 16:58:04 2287M 0 0 827M 52.0 100 23 1.9 75 0 0 0 0.62 0.23 0.07
05-09 16:58:05 2315M 0 0 800M 52.0 100 25 2.3 73 0 0 0 0.62 0.23 0.07
05-09 16:58:06 2234M 0 0 881M 0 0 0.4 0.4 99 0 0 0 0.62 0.23 0.07
05-09 16:58:07 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.62 0.23 0.07
05-09 16:58:08 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.57 0.23 0.07
05-09 16:58:09 2241M 0 0 873M 52.0 100 2.1 0.4 97 0 0 0 0.57 0.23 0.07
05-09 16:58:10 2242M 0 0 873M 52.0 100 14 2.5 84 0 0 0 0.57 0.23 0.07
05-09 16:58:11 2234M 0 0 881M 0 0 8.0 0.7 91 0 0 0 0.57 0.23 0.07
05-09 16:58:12 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.57 0.23 0.07
05-09 16:58:13 2259M 0 0 855M 104 248 4.7 0.6 95 0 0 0 0.53 0.22 0.07
05-09 16:58:14 2259M 0 0 855M 52.0 100 17 0.2 83 0 0 0 0.53 0.22 0.07
05-09 16:58:15 2271M 0 0 844M 52.0 100 22 1.4 77 0 0 0 0.53 0.22 0.07
05-09 16:58:16 2271M 0 0 843M 0 0 25 2.6 73 0 0 0 0.53 0.22 0.07
05-09 16:58:17 2234M 0 0 881M 426 1184 6.3 0.7 93 0 0 0 0.53 0.22 0.07
05-09 16:58:18 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.48 0.22 0.07
05-09 16:58:19 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.48 0.22 0.07
05-09 16:58:20 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.48 0.22 0.07
05-09 16:58:21 2242M 0 0 873M 52.0 100 14 2.0 84 0 0 0 0.48 0.22 0.07
05-09 16:58:22 2234M 0 0 881M 0 0 10 1.9 88 0 0 0 0.48 0.22 0.07
05-09 16:58:23 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.44 0.22 0.07
05-09 16:58:24 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.44 0.22 0.07
05-09 16:58:25 2234M 0 0 881M 52.0 100 0 0 100 0 0 0 0.44 0.22 0.07
05-09 16:58:26 2169M 0 0 945M 52.0 100 0.4 0.2 99 0 0 0 0.44 0.22 0.07
05-09 16:58:27 2195M 0 0 919M 52.0 148 3.8 0.4 96 0 0 0 0.44 0.22 0.07
05-09 16:58:28 2195M 0 0 919M 0 0 16 0 84 0 0 0 0.49 0.23 0.08
05-09 16:58:29 2198M 0 0 916M 0 0 17 0.3 83 0 0 0 0.49 0.23 0.08
05-09 16:58:30 2200M 0 0 915M 0 0 14 0.7 85 0 0 0 0.49 0.23 0.08
05-09 16:58:31 2169M 0 0 945M 0 0 15 1.0 84 0 0 0 0.49 0.23 0.08
05-09 16:58:32 2169M 0 0 945M 0 0 0 0 100 0 0 0 0.49 0.23 0.08
05-09 16:58:33 2169M 0 0 945M 0 0 0 0 100 0 0 0 0.45 0.23 0.08
05-09 16:58:34 2169M 0 0 945M 0 0 0 0 100 0 0 0 0.45 0.23 0.08
05-09 16:58:35 2169M 0 0 945M 84.0 52.0 0 0 100 0 0 0 0.45 0.23 0.08
05-09 16:58:36 2169M 0 0 945M 188 332 0 0.2 100 0 0 0 0.45 0.23 0.08
05-09 16:58:37 2169M 0 0 945M 924 1249 0 0.2 100 0 0 0 0.45 0.23 0.08
05-09 16:58:38 2169M 0 0 945M 0 0 0 0 100 0 0 0 0.41 0.22 0.08
05-09 16:58:39 2169M 0 0 945M 136 952 0 0 100 0 0 0 0.41 0.22 0.08
05-09 16:58:40 2169M 0 0 945M 304 400 0 0 100 0 0 0 0.41 0.22 0.08
05-09 16:58:41 2169M 0 0 945M 0 0 0 0 100 0 0 0 0.41 0.22 0.08
05-09 16:58:42 2169M 0 0 945M 84.0 52.0 0 0 100 0 0 0 0.41 0.22 0.08
05-09 16:58:43 2169M 0 0 945M 908 2232 0.4 0.2 99 0 0 0 0.38 0.22 0.08
05-09 16:58:44 2170M 0 0 945M 0 0 0 0 100 0 0 0 0.38 0.22 0.08
05-09 16:58:45 2169M 0 0 945M 220 1036 0 0 100 0 0 0 0.38 0.22 0.08
05-09 16:58:46 2105M 0 0 1009M 188 232 0 0.2 100 0 0 0 0.38 0.22 0.08
05-09 16:58:47 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.38 0.22 0.08
05-09 16:58:48 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.35 0.21 0.08
05-09 16:58:49 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.35 0.21 0.08
05-09 16:58:50 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.35 0.21 0.08
05-09 16:58:51 2105M 0 0 1009M 272 400 0 0 100 0 0 0 0.35 0.21 0.08
05-09 16:58:52 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.35 0.21 0.08
05-09 16:58:53 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.32 0.21 0.08
05-09 16:58:54 2105M 0 0 1009M 0 0 0 0 100 0 0 0 0.32 0.21 0.08
